knn_accuracy,train_loss
72.32,-0.012059523724019527
72.64,-0.04979199916124344
70.67999999999999,-0.10152757167816162
69.67999999999999,-0.18637552857398987
67.52,-0.3066580593585968
66.75999999999999,-0.4165370762348175
65.2,-0.49319422245025635
65.36,-0.5402011275291443
65.84,-0.5765039920806885
64.8,-0.6056153178215027
65.08,-0.6333628296852112
64.8,-0.6620165109634399
63.839999999999996,-0.6794310808181763
63.480000000000004,-0.6947024464607239
63.72,-0.709382176399231
63.72,-0.7190805673599243
63.239999999999995,-0.7292258739471436
63.239999999999995,-0.7387639880180359
63.6,-0.7466558814048767
63.519999999999996,-0.7573840022087097
63.12,-0.7683535218238831
63.32,-0.776961624622345
63.12,-0.7835960984230042
63.839999999999996,-0.7886480093002319
62.68,-0.795867383480072
62.32,-0.8000361323356628
62.08,-0.8046534061431885
62.44,-0.8064789175987244
62.72,-0.8093366026878357
63.28,-0.8131014108657837
62.160000000000004,-0.8148422837257385
62.4,-0.8180121779441833
62.96000000000001,-0.818666398525238
63.56,-0.8211130499839783
62.68,-0.8204513192176819
63.88,-0.8237520456314087
64.24,-0.8257374167442322
64.68,-0.8265339136123657
64.56,-0.8301833271980286
65.12,-0.8291508555412292
63.800000000000004,-0.8314634561538696
64.72,-0.834322988986969
64.8,-0.8364856839179993
63.63999999999999,-0.8370864987373352
65.08,-0.8392485976219177
65.03999999999999,-0.8419028520584106
65.2,-0.8403321504592896
64.24,-0.8421763181686401
65.08,-0.8433356285095215
64.8,-0.8448337912559509
65.32,-0.8454278111457825
64.64,-0.8470087647438049
65.32,-0.8477928042411804
64.68,-0.8477708697319031
64.96,-0.8486642241477966
64.8,-0.850494921207428
65.16,-0.8521751761436462
65.0,-0.8531190156936646
65.75999999999999,-0.8545033931732178
64.72,-0.8559295535087585
64.03999999999999,-0.8566479086875916
65.36,-0.8583356142044067
65.12,-0.8599823117256165
65.0,-0.8592671155929565
65.2,-0.8596430420875549
64.44,-0.862238883972168
65.88000000000001,-0.8622855544090271
65.32,-0.8638212084770203
65.68,-0.8641546964645386
65.16,-0.86533522605896
64.68,-0.8686062097549438
64.2,-0.8684996962547302
65.52,-0.8697457909584045
65.0,-0.8689190149307251
64.72,-0.873096764087677
65.36,-0.8729153871536255
65.56,-0.8736469745635986
65.2,-0.8751137852668762
65.16,-0.8740164637565613
65.96,-0.8773013353347778
66.16,-0.8769853115081787
64.8,-0.8768854141235352
65.88000000000001,-0.8787696957588196
65.24,-0.8790778517723083
65.52,-0.8801954388618469
64.60000000000001,-0.8795379400253296
64.68,-0.8804793357849121
65.52,-0.8801411390304565
65.12,-0.8818312287330627
65.75999999999999,-0.8834165930747986
65.36,-0.8846837282180786
66.32000000000001,-0.8831133842468262
65.75999999999999,-0.8851275444030762
66.24,-0.8866179585456848
65.84,-0.8873375058174133
64.60000000000001,-0.8853780031204224
65.56,-0.8885618448257446
65.2,-0.8863177299499512
66.2,-0.8859552145004272
65.52,-0.8885945677757263
66.16,-0.8896355628967285
65.0,-0.890363872051239
66.28,-0.8882571458816528
66.47999999999999,-0.8905743360519409
66.92,-0.88860684633255
66.2,-0.8912587761878967
67.08,-0.8909842371940613
66.8,-0.8903683423995972
66.84,-0.8912294507026672
67.4,-0.8927628397941589
66.03999999999999,-0.8913000226020813
66.47999999999999,-0.895550012588501
66.72,-0.8967416286468506
66.64,-0.8957558274269104
67.2,-0.893850564956665
67.36,-0.8950745463371277
66.44,-0.8965312242507935
67.28,-0.8973495364189148
66.36,-0.8980970978736877
66.96,-0.8952333927154541
66.08000000000001,-0.8982947468757629
67.60000000000001,-0.8981486558914185
67.2,-0.8982643485069275
67.60000000000001,-0.8980594873428345
68.2,-0.8997459411621094
67.56,-0.9002459049224854
68.04,-0.8977227807044983
67.0,-0.8991114497184753
67.75999999999999,-0.9000347256660461
68.08,-0.9003577828407288
66.4,-0.9018691778182983
66.47999999999999,-0.8995799422264099
68.0,-0.9028081297874451
68.4,-0.9010506272315979
67.12,-0.902040421962738
68.52000000000001,-0.9020230770111084
67.60000000000001,-0.9021069407463074
68.08,-0.9030668139457703
68.67999999999999,-0.9006388187408447
68.04,-0.9008387923240662
68.32000000000001,-0.9041265249252319
67.32000000000001,-0.903228759765625
66.03999999999999,-0.9040818810462952
67.52,-0.9039260149002075
68.04,-0.9036913514137268
67.44,-0.9056581258773804
67.44,-0.9043557047843933
67.36,-0.9075369834899902
68.76,-0.9060240387916565
69.56,-0.9061722755432129
68.92,-0.9063237905502319
69.12,-0.9080572128295898
69.39999999999999,-0.9088535904884338
68.52000000000001,-0.9080644845962524
68.96,-0.9078847765922546
67.96,-0.9092419147491455
69.48,-0.9075871109962463
68.67999999999999,-0.905978798866272
67.72,-0.9076751470565796
69.24,-0.9074180126190186
68.56,-0.909232497215271
69.64,-0.9087137579917908
67.08,-0.909416675567627
68.2,-0.9099252820014954
67.67999999999999,-0.9108548164367676
67.84,-0.9080660939216614
69.04,-0.9097126126289368
68.92,-0.9117112159729004
69.76,-0.9105494022369385
69.84,-0.911702036857605
69.28,-0.9122068881988525
68.8,-0.9124588966369629
68.76,-0.9116299152374268
68.47999999999999,-0.9136919975280762
69.32000000000001,-0.913550078868866
68.67999999999999,-0.9151784181594849
66.92,-0.9157863855361938
68.44,-0.91538405418396
70.96000000000001,-0.9161539673805237
69.28,-0.9119435548782349
69.56,-0.9131377935409546
69.64,-0.9127159118652344
69.24,-0.9134289026260376
66.67999999999999,-0.9129221439361572
70.76,-0.9116774797439575
68.4,-0.9149967432022095
68.67999999999999,-0.9149526953697205
68.96,-0.9167997241020203
68.84,-0.9127861857414246
68.36,-0.9118568301200867
68.16,-0.912071168422699
68.28,-0.9106703996658325
68.72,-0.9148982167243958
69.08,-0.9176961183547974
68.64,-0.9157125353813171
69.56,-0.9153467416763306
69.67999999999999,-0.9134545922279358
69.32000000000001,-0.9142078757286072
70.04,-0.9158310890197754
68.76,-0.9134629368782043
